Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
23736,2.01,Very Good,H,SI2,63.4,60.0,11780,7.97,7.89,5.03
1564,0.75,Very Good,E,SI1,61.1,59.0,3005,5.85,5.9,3.59
46238,0.56,Ideal,D,VS2,62.7,57.0,1753,5.25,5.28,3.3
39653,0.37,Ideal,E,VS1,61.4,55.0,1087,4.62,4.66,2.85
28730,0.31,Ideal,E,VS2,61.6,56.0,680,4.37,4.4,2.7
42106,0.52,Very Good,E,SI1,58.8,59.0,1276,5.27,5.34,3.12
23124,1.59,Ideal,E,SI2,62.3,55.0,11149,7.48,7.52,4.67
12114,1.25,Premium,J,SI1,62.0,58.0,5166,6.9,6.88,4.27
24881,1.56,Premium,G,VS2,61.9,58.0,13299,7.44,7.4,4.59
3338,0.92,Premium,G,SI2,62.3,59.0,3377,6.15,6.2,3.85
11912,1.15,Premium,I,SI2,61.3,57.3,5123,6.71,6.78,4.13
41080,0.41,Ideal,F,VVS2,61.2,56.0,1192,4.8,4.78,2.93
26198,1.7,Premium,G,VS2,62.6,61.0,15568,7.64,7.54,4.75
22171,1.52,Premium,E,SI2,61.0,59.0,10214,7.39,7.33,4.49
7892,1.0,Very Good,E,SI2,60.6,61.0,4312,6.39,6.44,3.89
48646,0.31,Premium,D,SI1,58.5,59.0,537,4.49,4.44,2.61
47531,0.57,Ideal,F,VS2,60.8,57.0,1869,5.34,5.37,3.25
2913,0.8,Premium,F,VS2,62.4,59.0,3285,5.92,5.85,3.67
31641,0.25,Very Good,H,VVS1,60.1,62.0,450,4.08,4.11,2.46
17137,1.06,Premium,E,VS2,62.3,58.0,6838,6.52,6.49,4.05
47990,0.32,Very Good,F,SI1,62.7,57.0,533,4.37,4.4,2.75
23949,2.01,Very Good,J,SI1,61.6,60.0,12084,7.99,8.02,4.93
24134,1.52,Premium,E,SI1,62.5,59.0,12305,7.26,7.33,4.56
5686,1.01,Fair,J,VS2,59.6,62.0,3886,6.54,6.49,3.88
9656,1.01,Premium,H,SI1,62.8,58.0,4642,6.38,6.36,4.0
51918,0.7,Very Good,G,VS2,59.0,60.0,2437,5.76,5.83,3.42
23685,1.51,Fair,G,VS1,64.9,55.0,11739,7.25,7.14,4.67
38938,0.4,Ideal,E,VS1,61.6,56.0,1053,4.73,4.78,2.93
21348,1.0,Very Good,F,VVS1,61.7,57.0,9492,6.39,6.41,3.95
52664,0.71,Premium,I,VVS1,62.0,58.0,2549,5.65,5.7,3.52
