Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
10664,1.2,Premium,I,SI2,61.5,58.0,4838,6.82,6.77,4.18
22127,1.2,Premium,D,VS2,61.1,58.0,10161,6.85,6.83,4.18
39624,0.4,Good,F,I1,63.3,60.4,491,4.64,4.68,2.95
36206,0.41,Very Good,D,VS2,62.3,58.0,932,4.75,4.76,2.96
28915,0.36,Ideal,E,VS2,61.7,57.0,684,4.55,4.59,2.82
6269,1.04,Very Good,F,SI2,63.2,58.0,4013,6.39,6.34,4.02
47628,0.51,Ideal,D,VS2,61.2,55.0,1882,5.18,5.16,3.16
30581,0.31,Ideal,D,VS2,59.0,57.0,734,4.44,4.48,2.63
12815,1.0,Good,E,SI1,57.2,62.0,5345,6.59,6.56,3.76
34227,0.4,Premium,H,SI1,62.7,58.0,855,4.69,4.65,2.93
6248,0.9,Ideal,G,SI1,61.6,58.0,4008,6.16,6.21,3.81
48568,0.59,Premium,G,VS1,62.5,53.0,1991,5.46,5.35,3.38
41530,0.42,Ideal,G,VVS1,61.1,56.0,1235,4.87,4.82,2.96
52125,0.91,Premium,E,I1,59.6,59.0,2464,6.29,6.32,3.76
16571,1.01,Premium,G,VS1,60.2,59.0,6618,6.58,6.51,3.94
12360,1.11,Ideal,G,SI2,60.7,59.0,5231,6.72,6.76,4.09
34815,0.41,Very Good,F,SI1,63.1,56.0,878,4.73,4.69,2.97
28395,0.33,Premium,H,VS2,62.3,58.0,668,4.41,4.38,2.74
49731,0.52,Premium,G,VVS1,59.2,58.0,2153,5.31,5.28,3.14
50590,0.7,Very Good,G,VS2,58.2,60.0,2282,5.84,5.78,3.38
22257,1.4,Ideal,G,VS2,61.7,56.0,10311,7.2,7.25,4.46
13264,1.11,Premium,F,SI1,60.1,61.0,5483,6.74,6.64,4.06
11054,0.32,Very Good,I,VVS1,60.9,57.0,596,4.45,4.48,2.71
52599,0.8,Good,E,SI2,61.4,59.0,2542,5.94,6.01,3.67
51927,0.61,Ideal,H,IF,62.0,54.4,2438,5.44,5.47,3.38
24111,1.5,Ideal,E,SI1,60.4,59.0,12265,7.38,7.43,4.47
41973,0.4,Ideal,D,VVS2,62.2,55.0,1263,4.72,4.74,2.94
39171,0.35,Premium,D,VS2,59.7,58.0,1063,4.61,4.57,2.74
2708,0.39,Very Good,H,SI2,62.4,59.0,562,4.58,4.65,2.88
8904,1.54,Good,J,I1,61.7,60.0,4492,7.26,7.32,4.5
