Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
10727,0.31,Good,D,SI2,63.9,57.0,593,4.33,4.28,2.75
4823,0.9,Premium,F,SI2,60.1,59.0,3704,6.31,6.24,3.77
25480,2.27,Good,H,SI2,63.6,58.0,14249,8.37,8.29,5.3
34581,0.43,Premium,F,SI2,60.5,59.0,871,4.91,4.88,2.96
24450,1.62,Ideal,F,SI1,62.7,56.0,12712,7.44,7.5,4.68
32354,0.31,Premium,E,VVS1,62.0,59.0,789,4.3,4.34,2.68
6014,0.88,Ideal,D,SI2,62.2,56.0,3962,6.12,6.16,3.82
8576,1.0,Fair,G,VS2,69.8,54.0,4435,6.03,5.94,4.18
17259,1.04,Premium,F,VS2,61.9,58.0,6908,6.55,6.51,4.04
37414,0.38,Premium,G,VS2,60.4,57.0,983,4.7,4.67,2.83
22173,1.52,Very Good,E,SI2,63.3,58.0,10214,7.31,7.25,4.61
7771,0.91,Very Good,E,SI1,62.1,60.0,4284,6.21,6.25,3.87
41023,0.5,Very Good,G,SI1,63.3,59.0,1187,4.99,5.02,3.17
40813,0.54,Ideal,I,SI1,62.4,55.0,1170,5.19,5.23,3.25
9080,1.02,Good,H,SI2,61.4,60.0,4521,6.44,6.49,3.97
29064,0.4,Good,E,SI1,63.9,55.0,687,4.67,4.72,3.0
32752,0.42,Premium,I,SI1,62.6,58.0,803,4.8,4.76,2.99
41557,0.51,Very Good,G,SI1,61.4,54.0,1237,5.2,5.22,3.2
24315,1.73,Very Good,I,VS1,62.2,59.0,12559,7.62,7.65,4.75
30250,0.26,Premium,E,VVS2,60.8,61.0,724,4.13,4.12,2.51
26191,2.04,Premium,I,SI2,60.2,59.0,15543,8.28,8.22,4.97
29996,0.43,Premium,E,SI2,60.8,58.0,716,4.86,4.88,2.96
5428,1.14,Ideal,F,I1,61.7,57.0,3824,6.7,6.67,4.13
21354,1.02,Very Good,E,VVS1,62.6,56.0,9498,6.35,6.5,4.02
12835,1.2,Very Good,H,SI2,62.0,58.0,5352,6.73,6.79,4.19
52791,0.6,Ideal,H,VVS1,61.0,56.0,2568,5.44,5.47,3.33
2404,0.74,Ideal,D,VS2,61.1,54.0,3177,5.86,5.89,3.59
29101,0.34,Ideal,I,VS1,62.4,55.0,689,4.51,4.47,2.8
53532,0.71,Ideal,D,SI2,61.6,56.0,2690,5.78,5.82,3.57
11330,1.5,Good,E,I1,62.4,64.0,4989,7.22,7.26,4.52
