Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
50383,0.55,Very Good,D,VS1,59.5,56.0,2251,5.35,5.38,3.19
51939,0.72,Very Good,I,VS1,63.7,57.0,2441,5.66,5.7,3.62
43717,0.51,Very Good,H,VS1,63.4,57.0,1437,5.09,5.06,3.22
36395,0.4,Ideal,G,SI1,61.5,57.0,942,4.74,4.76,2.92
1022,0.75,Premium,D,SI1,62.8,60.0,2903,5.78,5.74,3.62
51315,0.31,Ideal,H,VS1,61.7,57.0,544,4.34,4.38,2.69
38269,0.3,Ideal,J,VS2,62.1,56.0,384,4.29,4.34,2.68
28334,0.33,Ideal,H,VVS2,62.2,54.0,666,4.44,4.46,2.77
52537,0.7,Ideal,H,VS1,61.6,55.0,2530,5.73,5.76,3.54
36654,0.4,Premium,E,VS2,61.2,60.0,949,4.79,4.68,2.9
39493,0.41,Ideal,E,VS1,60.9,57.0,1079,4.76,4.79,2.91
19147,1.2,Very Good,D,SI1,62.6,59.0,7909,6.71,6.75,4.21
41304,0.56,Ideal,I,SI1,61.9,57.0,1212,5.25,5.29,3.26
42140,0.52,Premium,F,SI1,61.5,60.0,1280,5.16,5.15,3.17
4182,0.73,Premium,D,VS1,60.0,58.0,3557,5.9,5.86,3.53
27728,2.61,Ideal,I,SI2,62.1,56.0,18756,8.85,8.73,5.46
41056,0.39,Ideal,G,IF,62.1,53.7,1189,4.67,4.71,2.91
42519,0.5,Fair,D,SI1,65.1,58.0,1323,5.0,4.96,3.24
12800,1.03,Ideal,G,SI1,62.5,57.0,5337,6.4,6.49,4.03
19919,1.4,Premium,I,VVS2,62.0,58.0,8467,7.22,7.16,4.46
14028,1.01,Ideal,D,SI1,62.0,55.0,5702,6.39,6.45,3.98
25629,2.01,Premium,F,SI1,59.5,58.0,14502,8.21,8.18,4.88
3386,0.31,Very Good,G,SI2,61.8,59.0,408,4.3,4.34,2.67
21622,1.01,Premium,E,VVS2,62.4,58.0,9711,6.42,6.36,3.99
34062,0.36,Ideal,D,SI1,62.0,56.0,851,4.61,4.55,2.84
8758,0.9,Very Good,D,SI1,61.7,60.0,4466,6.14,6.17,3.8
21932,1.25,Ideal,F,VS2,61.6,55.0,10006,6.93,6.96,4.28
46645,0.3,Premium,E,SI1,60.6,58.0,526,4.3,4.34,2.62
14451,1.33,Premium,I,SI2,62.4,58.0,5832,7.04,7.02,4.39
28426,0.3,Ideal,D,VS2,62.3,58.0,670,4.25,4.29,2.66
