Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
50103,0.71,Good,H,SI1,64.0,61.0,2207,5.61,5.54,3.57
19261,1.51,Premium,I,SI1,61.8,60.0,7989,7.23,7.3,4.49
21188,1.22,Ideal,G,VS1,62.0,56.0,9339,6.83,6.88,4.24
12375,0.4,Ideal,F,SI2,62.1,53.0,597,4.76,4.78,2.96
4051,0.24,Very Good,E,SI1,59.9,58.0,571,4.06,4.1,2.44
33970,0.32,Ideal,E,VS2,60.9,56.0,846,4.45,4.48,2.72
40879,0.38,Ideal,E,VVS2,61.6,55.0,1176,4.72,4.67,2.89
11718,0.4,Good,I,SI1,63.2,55.0,596,4.68,4.72,2.97
44147,0.55,Very Good,G,VS2,61.6,56.0,1563,5.26,5.3,3.25
26410,2.03,Premium,H,SI2,61.6,58.0,15930,8.09,8.17,5.01
19116,1.23,Ideal,I,VS1,61.1,57.0,7881,6.88,6.9,4.21
33729,0.37,Ideal,F,VVS2,60.7,57.0,839,4.67,4.69,2.84
45651,0.38,Ideal,J,SI1,62.0,54.0,525,4.66,4.7,2.9
47450,0.53,Ideal,D,VS2,62.2,56.0,1857,5.16,5.19,3.22
41865,0.4,Ideal,G,IF,61.5,57.0,1257,4.72,4.76,2.91
1068,0.31,Ideal,I,VS2,59.9,57.0,558,4.4,4.38,2.63
31719,0.38,Good,G,VS2,58.8,62.0,771,4.68,4.71,2.76
51397,0.73,Very Good,I,VS2,62.2,57.0,2369,5.75,5.76,3.58
32823,0.34,Ideal,D,VS2,62.0,55.0,805,4.45,4.48,2.77
25765,2.03,Good,H,SI2,59.6,61.0,14720,8.16,8.21,4.88
46104,0.56,Very Good,E,VS1,58.6,57.0,1742,5.43,5.46,3.19
15819,1.0,Premium,F,VS2,62.8,59.0,6328,6.35,6.32,3.98
11081,0.93,Very Good,F,VS2,62.7,58.0,4925,6.21,6.27,3.91
33149,0.31,Very Good,G,VVS1,62.1,59.0,816,4.32,4.35,2.69
41309,0.57,Premium,I,VS1,61.6,58.0,1212,5.33,5.28,3.27
34432,0.3,Ideal,G,IF,62.5,54.0,863,4.31,4.33,2.7
14665,1.01,Very Good,G,VS2,59.1,58.0,5919,6.56,6.63,3.9
24396,2.11,Premium,H,SI2,60.9,59.0,12633,8.3,8.25,5.04
34234,0.4,Premium,E,SI2,62.9,59.0,855,4.69,4.66,2.94
23621,2.01,Premium,H,SI2,61.9,59.0,11646,8.13,7.97,4.98
