Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
29628,0.32,Good,D,SI2,64.1,54.0,441,4.34,4.37,2.79
10537,1.0,Premium,E,SI1,61.0,61.0,4805,6.45,6.4,3.92
17586,1.14,Premium,G,VS2,60.9,57.0,7079,6.79,6.73,4.12
40632,0.41,Ideal,E,VS1,62.1,55.0,1153,4.78,4.75,2.96
12909,1.2,Premium,I,VVS2,63.0,60.0,5376,6.71,6.63,4.2
36563,0.36,Ideal,G,VVS1,62.1,56.0,945,4.6,4.58,2.85
28976,0.31,Ideal,E,SI2,61.3,55.0,435,4.34,4.37,2.67
42947,0.3,Very Good,F,SI2,63.4,56.0,506,4.29,4.26,2.71
14690,1.08,Good,D,SI1,63.8,59.0,5927,6.47,6.39,4.1
4252,0.71,Premium,F,IF,61.1,58.0,3578,5.8,5.72,3.52
21061,1.26,Ideal,F,VS2,61.4,57.0,9236,7.02,6.96,4.29
32549,0.27,Ideal,D,VVS2,62.3,57.0,799,4.15,4.13,2.58
32116,0.32,Ideal,H,IF,61.9,54.2,783,4.38,4.42,2.72
27732,2.55,Premium,I,VS1,61.8,62.0,18766,8.7,8.65,5.36
35647,0.31,Ideal,G,VVS2,62.7,57.0,907,4.34,4.31,2.71
26543,1.53,Very Good,G,VS1,61.9,57.0,16219,7.39,7.32,4.55
30395,0.33,Ideal,H,VVS1,61.5,56.0,730,4.46,4.49,2.75
49909,0.54,Ideal,F,VVS2,62.1,54.0,2180,5.24,5.26,3.26
53107,0.57,Ideal,E,VVS2,61.5,55.9,2615,5.31,5.35,3.28
42789,0.54,Ideal,G,SI1,62.4,56.0,1350,5.2,5.22,3.25
46376,0.58,Ideal,E,VS2,62.1,55.0,1761,5.35,5.34,3.32
25078,2.11,Premium,G,SI2,62.2,58.0,13598,8.19,8.23,5.11
10640,1.1,Premium,F,SI2,62.6,57.0,4832,6.6,6.56,4.12
20297,1.21,Very Good,F,VS2,60.1,55.0,8711,6.91,7.01,4.18
14840,1.2,Premium,H,SI1,62.9,55.0,5975,6.77,6.74,4.25
1693,0.7,Very Good,D,VS2,63.2,60.0,3033,5.61,5.56,3.53
26667,1.52,Very Good,E,VS1,62.4,55.0,16485,7.33,7.41,4.6
42705,0.52,Premium,F,SI1,58.6,61.0,1338,5.3,5.28,3.1
486,0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6
12812,1.05,Ideal,H,SI1,61.9,57.0,5342,6.54,6.57,4.06
